post_id	tweet_text	cord_uid
13674	Agreed. This is one better study, comparing covid/flu for some aspects. Most factors are twice as high for covid (concerning & important, but not alarm bells). The muscle effect is five times which (imho) may hint at much higher ME induction (most that likely starts mild).	rnq3k34m
13675	watch the official narrative shift from antibodies to T cells as it turns out that the efficacy shown by the first dose of the Pfizer vaccine comes not from neutralizing antibodies, but CD4+ T cells. (why do previously infected people need revaccination btw?)	v4pkwd44
13677	new2trip: efficacy &amp; safety of OM-85 in pediatric recurrent respiratory tract infections which could have possible protective effect on COVID-19 pandemic: meta-analysis	cviheaos
13678	"""Coronavirus spike protein elicits cell signaling in human host cells: implications for possible consequences of COVID-19 vaccines"""	evf9nz05
13680	Actual real-world data from Israel on Pfizer-BNT COVID vaccine.  Population of 1.6 million with 1.2 million vaccinated.   Per test model:  -91.2% efficacy in preventing all infections.  -99.3% efficacy in preventing symptomatic infections.   #getvaccinated	xj65j05e
13681	"""In the case of HIV-1, after virus binding to CD4, the CD4-HIV-1 complex may either exit the raft compartment in order to associate with CCR5 outside of rafts or stimulate entry of CCR5 into rafts. A similar scenario may exist for SARS-CoV."""	0vhy44iq
13683	"""despite its limited sample size, our survey reveals that hydroxychloroquine treatment is significantly linked to viral load decrease/disappearance in covid-19 patients and its impact is strengthened by azithromycin."""	5o9bbspc
13684	"""severe outcomes of #covid19 with proton pump inhibitors"": new korean study reveals ppi heartburn meds heighten risk of hospitalization, intubation, death by 79%. found no correlation with contracting the virus, however, no data on once vs twice-daily dosage:"	sdhhpp7s
13685	A research of 100 patients [age 45-53] recently recovered from #covid19 showed cardiac involvement in 78 patients & ongoing myocardial inflammation in 60 patients, separate from preexisting conditions, severity & overall course of the acute illness...	4cqf9v2v
13686	"""Relationship happiness may be less about selecting the perfect partner than it is about cultivating the ideal relationship."""	9bn2w5mr
13687	Individuals rarely overdose on a #prescribed opioid. 0.002% of North Carolinians fatally overdosed on a prescribed opioid in 2010. 2/3	jemmceyd
13688	Potential disruption with microbiota changes? “Minocycline or doxycycline treatment within a year prior to ARDS diagnosis was associated with a 75% reduced likelihood for mechanical ventilation during hospital stay.”	39oo7vnq
13689	This was released today from the US - school closure seems to be associated with a decline in covid cases/deaths	7qpwux9w
13690	any country thinking of stockpiling antiviral should read this. the evidence base is only weakly in favour of a benefit in time to recovery. only helps people with severe #covid19. no benefit in length of stay or mortality #overhypedoverpriced	oud5ioks
13691	Understanding immune reactions to SARS-CoV-2 as basis for vaccine design and vaccination response assessment.	2uwnamao
13692	One in eight Londoners and those in the south-east have antibodies to COVID-19. Our survey, now in print, also found the asymptomatic rate much lower at 19 percent when you ask the right symptoms with our app.	jy20xtwx
13693	what doesn't kill you makes you stronger: sense of coherence moderates growth from stress amidst the initial surge of covid-19 outbreak	7vsv726x
13694	#bmjresearch offers a helpful overview of evidence on physical measures to prevent the spread of respiratory viruses, cleanliness &amp; physical obstacles, hand sanitizing, wearing face coverings &amp; separation of potentially infected patients, are effective	9ezhwvv9
13695	what are the hereditary risk factors for contracting infectious disease? can you infer the cellular mechanisms underlying this risk from these data? folks at  &amp;  leveraged several genomic resources to answer this big question...	9adtbwp2
13696	#chloroquine  and #hydroxychloroquine in the treatment of #covid19  two limited human studies have been conducted with both these drugs in covid-19, and have shown significant improvement in some parameters in patients with covid-19.	41jqgsv0
13697	"""Lower-income communities display less social distancing—suggests a double burden of the #covid19 pandemic with stark distributional implications"" this continues to show that physical distancing is a luxury!"	46al6phc
13698	⚡️  discovered that anti-net antibodies in antiphospholipid syndrome stop net breakdown ➡️ larger clots! 👀🧬🕸🙅🏻‍♂️  the curveball-they spotted a signal for applicability to the general public. 😳	9dnj4ppj
13699	A recent report investigates COVID-19 spread at a summer camp in Georgia, finds the virus spreads effectively across all age groups, “despite efforts by camp officials to put in place most recommended strategies to prevent transmission.”	cjmmwl2q
13700	#remdesivir: not advised in critical cases of #covid19  1 of 2  (see below) #coronavirus #corona #virus #treatments #drugs #patients #medicines #hospitals #icus	oud5ioks
13701	A modest Japanese study discovers that statin use is linked to faster COVID-19 progression. Could higher LDL levels play a larger role in immune function in the elderly due to rising immunosenescence?	zkgfuub2
13702	"Important new study - employing video footage in public areas - inquires ""is donning #facemasks linked to decreased face-touching behaviors?"""	i1yf8fgk
13703	The findings of this trial surpassed my most optimistic projections. The cytosponge may result in a substantial decrease in the number of individuals succumbing to oesophageal cancer within the next two decades.	s1r8guqm
13704	Antibody cocktail to SARS-CoV-2 spike protein prevents swift mutational evasion seen with individual antibodies | science	d7024aia
13705	have you guys read the mmwr on the #covid19 outbreak at the  georgia summer camp?  at least 260 cases, infection rate in 6-10 y.o. 51%. most only at camp for 2-3 days. whoa!	cjmmwl2q
13706	Increased emergency cardiovascular events among under-40 population in Israel during vaccine rollout and third COVID-19 wave | Scientific Reports ⁦⁩ Is it possible to infer causality from this data prof?	mxg2q1vd
13708	"""Type I interferon (IFN-α/β) responses, supposedly beneficial against COVID-19, were suppressed after vaccination. (...) people's immune systems, including those of lymphocytes and monocytes, were perhaps in a more susceptible state."""	wigakw9h
13709	Discussion of why these inequalities exist should include inequalities in exposure to COVID: at work and through kids, at schools, as shaped by *policy decisions*. We can choose to lead on policies protecting each other &amp; fairness.	4kfl29ul
13710	Mild, asymptomatic?   Asymptomatic and mild COVID-19 significantly remodels the maternal-fetal boundary. Single-cell RNA sequencing reveals immunological rewiring at the maternal-fetal boundary following asymptomatic/mild SARS-CoV-2 infection	t7bonus8
13711	"#LongCOVIDKids data from ~80000 children &amp; adolescents from 21 studies (preprint): ""the prevalence of long-covid was 25.24%, and the most prevalent clinical manifestations were mood symptoms (16.50%), exhaustion (9.66%), and sleep disorders (8.42%)."""	wqu8dm15
13712	5) the neurological effects of #covid19 are “common” and likely to increase both acute and long term. don’t risk #longcovid.	x7qlnugx
13713	case numbers still count…covid is more than just icu/deaths. letting things spread may = long term harm to those not protected by vaccines eg kids and large % on 2 doses only. counting the neurological cost of covid-19 | nature reviews neurology	x7qlnugx
13714	"study registration: ""to our knowledge, this is the first rct investigating the overarching health consequences of consuming pasture-fed red meat or no meat as part of a healthy diet"""	bi9fid5f
13715	furthermore, the mucosal immune system shares trafficking immune cells that “migrate” between mucosal sites [5]. #sarscov2 #omicron #covidisairborne   #covid19	am11yqbf
13716	how much natural fuel leaks in city pipelines and buildings? a new paper estimates that 2-3% of all natural gas that enters boston leaks. that's ~3x epa estimates. this suggests that natural gas harms the climate much more than most currently think. 1/	tvg6q8cw
13717	Introduction of nighttime curfew measure may actually fuel the spread of the disease.	c5zi5rzz
13718	"You're not worth my time but there might be someone here that is. ""Ivermectin prophylaxis reduced COVID-19 infection by an average 86%."""	1l4o9pko
13719	Vaccine components are detrimental. Cutting edge: circulating exosomes with covid spike protein are induced by bnt162b2 (pfizer–biontech) vaccination prior to development of antibodies: a novel mechanism for immune activation by mRNA vaccines.	gcsew8u3
13720	Circulating exosomes with covid spike protein are induced by Pfizer–Biontech vaccination. Another way to describe exosomes is cellular shedding.	gcsew8u3
13721	Intracranial hemorrhage caused by vasculitis after COVID-19 vaccination: a case report  48-year-old woman - Pfizer BioNTech BNT162b2/Tozinameran	8dbjycgt
13722	Risk of dying from COVID infection for a healthy individual under 50 years (IFR) = 0.000034 = 0.0034% Risk of contracting COVID within 4 winter months: 5% Risk of dying from COVID within 4 winter months: 0.000255% or 1 in 392,156	7env0mf5
13723	each infected person carries 1x10⁹ –1x10⁸ virions during peak infection.	oa09sm44
13724	"""Furthermore, the persistence of neurological symptoms in long covid could overwhelm already fractured health-care systems."""	x7qlnugx
13725	"""This review suggested that supplementation with high-dose vitamin C, vitamin D, and zinc may ease the complications caused by COVID-19, including inflammatory markers, oxygen therapy, length of hospital stay, and fatality."""	1mz44ole
13726	"i'm already personally aware of 5 cases of post-booster myo in males 16-24; remember, this  study on boosters by age, the ""rate of severe disease in the youngest age groups (16-39) was extremely low...not enough cases to estimate the rate ratio reliably"""	n5c0hcwn
13727	Death from Covid is the wrong metric. C19 is a vascular disease that produces microthrombi in the blood: persistent clotting protein pathology in long Covid/post-acute sequelae of Covid-19 (PASC) is accompanied by increased levels of antiplasmin #longcovid	550ik6bk
13729	n=1 has no conclusive value, of course.  here is a n=22,560, clearly pointing to antihistamine benefits in covid.	j2t0ofgt
13730	Early in the COVID-19 pandemic, we trained Google AdWords to locate Israelis needing medical care and those it identified to determine if they required aid with the MS Health Bot. These findings forecasted hospitalization nine days in advance. New study:	zkhdjct7
13731	6-month neurological and mental health outcomes in 236 379 survivors of covid-19: a retrospective cohort study using electronic health records - the lancet psychiatry	rnq3k34m
13732	protective immunity following COVID vac &amp; COVID infection. COVID-19 has cross-reactive abs vs other COVID. Cross-reactive abs detect in natural SARS-CoV-2 infection; COVID-19 had increased SARS-CoV-2 spike-specific, SARS-CoV-1 spike-specific, OC43-specific abs. SARS-CoV-2 nucleocapsid protein increased in COVID-19.	a0rvtsog
13733	#omicron is the ideal weakened virus vaccine.  poor:  high evasion from nabs / vax good: reduced spike cleavage efficiency good: lower infectivity of lung cells good: impaired fusion ability  confirmed by more than one research group.	pj7no3fe
13734	What do we know about the sharing of poor prognosis between secondary and primary care?  Here is our plan to find out!	wqtemjy3
13735	Elimination of neobladder pouch modification after radical cystectomy in bladder rhabdomyosarcoma in 5-year-old child during COVID-19 pandemic: a case report	a037ymxv
13736	A novel function for the regulatory nod-like receptor NLRP12 in anti-dengue virus response	zcij2k27
13737	🧵 “the vaccine induced polyfunctional cd4+ and cd8+ t cell memory responses that reached a peak 2 weeks after the second dose of the vaccine and declined at 6 months after vaccination.”	45qyz490
13738	You do not want to end up with myocardial damage on MRI. The pattern post-vax is no different than sporadic myocarditis. No reason to think the prognosis would be any different either. But enabled by and Fauci continue to dismiss the warning.	zkxrjk3p
13739	Pregnant women who are vaccinated and even boosted have much lower risk for all of these awful things.  SARS-CoV-2 infection during pregnancy and associated perinatal health outcomes: a national US cohort study | The Journal of Infectious Diseases	5rpd8d0t
13740	children develop strong and long-lasting cross-reactive spike-specific immune responses following sars-cov-2 infection	4vvuye8u
13741	Hypofractionated radiotherapy is preferred over standard fractionation due to enhanced local control for bladder preservation #radonc bladder cancer - sciencedirect	hfc18le7
13742	some encouraging results here:  sars-cov-2 neutralization after mrna vaccination and variant breakthrough infection	zq4ty9rw
13743	Emerging evidence indicates that COVID-19 during pregnancy, even when symptom-free, can elevate the risk of preterm birth, fetal growth restriction, & delivery complications. Prevention is achievable by staying current on COVID vaccinations. read more:	5rpd8d0t
13744	Research reveals that dexamethasone treatment is linked to a heightened risk of pulmonary aspergillosis and mortality in severe and critically ill COVID-19 patients.	16snmor9
13745	children demonstrate strong humoral (antibody) and cellular immune response to natural sars-cov2 virus infection, which is long-lasting &amp; more than adults. their exceptional innate immunity ensures that the vast majority develop only mild/no symptoms.	vryngrq8
13746	Brain, behavior, &amp; immunity - health  navigating a complex landscape – a review of the relationship between inflammation and childhood trauma and the potential roles in the expression of symptoms of anxiety.	v7udqoi0
13747	"""bizarre"" article on pubmed evidence for a connection between coronavirus disease-19 and exposure to radiofrequency radiation from wireless communications including 5g"	zecuhkcd
13748	as reported in, a new preclinical study contributes to expanding research that suggests certain microbial molecules produced by bacteria commonly found in gastrointestinal tract influence the #gutbrainaxis; may alter brain function &amp; behavior. #neurogastro #neurotwitter	pzbs8e1h
13749	now please examine the incidence of myocarditis in young males post covid 19 infection. the risk is much higher if you simply allow your kid to contract covid. covid infection not only brings the risk of myocarditis much higher, but numerous other issues.	urj0nssb
13750	SARS-CoV-2 infection heightens risk of acute kidney injury in a bimodal age distribution | BMC Nephrology | full text	ji3s6rnu
13752	we observed quite consistent pathophysiological changes regarding electrolyte levels, clotting profiles, kidney function as well as cholesterol and glucose metabolic-related features, as if these people had contracted the sars-cov-2 virus.	wigakw9h
13753	Young (!) healthy adults that recovered from mild covid-19 show shift to metabolic imbalance &gt;6 months after recovery - increase in body mass index, increased low-density lipoprotein, lower anaerobic threshold.	pjllicm7
13754	Do you want to revise your portrayal of vaccine-induced myocarditis now?  autopsy histopathological cardiac findings in two adolescents following the second COVID-19 vaccine dose	umrk96gz
13755	🔥 hot off the press article study-cvt published in   💊 doac treatment was associated with a similar risk of recurrent vte compared to warfarin in patients with cerebral venous thrombosis 1️⃣ the most common doac used was apixaban (66.6%)	t006jnl5
13756	Relationship between muscle mass and quality of life in adults with cancer: a systematic review and meta-analysis	0mejd89o
13757	"""It is clear that the risk for healthcare worker infection is linked to duration and extent of exposure."""	xpwv8xlv
13758	there is absolutely no justification for any of these measures. research published last week in nature shows there were no documented cases of asymptomatic spread in their sample size of nearly 10,000,000 people.	yj3yisum
13759	"""No notable differences were observed in clinical condition or overall fatality between patients treated with convalescent plasma and those who received a dummy treatment"""	lty6oq3d
13760	Interesting study: dogmatism correlates to reduced information seeking regardless of political views, lowering judgment accuracy even in basic perception tasks.	lm2qoahq
13761	Asymptotes don't spread live virus. not a thing	yj3yisum
13762	sars-cov-2 infectiousness peaks slightly before symptom appearance (less than a day prior), with 87% of the overall infectiousness concentrated within ±5 days of symptom appearance and 53% of the overall infectiousness in the pre-symptomatic phase	b2oi45ei
13763	The measures taken in the name of the virus have led to extreme poverty, self-destruction and control over every part of our lives including faith. where’s the awareness on healthy habits, resilience and cures? restricting faith isn’t about health.	5053t5ki
13764	"The cytokine IL-10 is the reason its regulation is so complex. Happy to share our new paper ""an IL-28-driven transcriptional network identifies regulators of IL-10 expression across T helper cell subsets"" #immunology #immunity : cell reports"	h97977u4
13765	are covid-19 misinformation a threat to public health? psychological characteristics and health protective behaviours of believers	gsgbhqwl
13766	"""als gleichfalls sehr lesenswerter artikel zu #longcovid und #mcas: covid-19 hyperinflammation and post-covid-19 illness may be rooted in mast cell activation syndrome - sciencedirect /seb"""	68cgub5o
13767	Based on the results of this study, one of the largest seroepidemiological surveys globally, mortality from COVID-19 was higher than that reported for other prevalent respiratory diseases, such as seasonal influenza #bmjresearch	8w43qkqu
13768	Hypertension &amp; renin-angiotensin system blockers aren't linked to expression of angiotensin-converting enzyme 2 (ACE2) in the kidney.	qbhw96wv
13769	The recommendation to wear surgical masks to supplement other public health measures did not lower the sars-cov-2 infection rate among wearers by more than 50% in a community with modest infection rates....	ximw03ej
13770	Significant rises in the number of preventable cancer fatalities in England are anticipated as a result of diagnostic setbacks caused by the COVID-19 pandemic in the UK. Immediate policy actions are required.  #oncology #totalharms #cancer	sdtr6yla
13771	A pre-print of a randomized study noted honey + black cumin seeds in COVID  1)alleviated symptoms 3-7 days faster 2)cleared the virus 4 days faster 3)reduced 30-day mortality by 82%  cost of treatment = $5  let's see how quickly pharmaceutical companies pull this study.	93amoypt
13772	The timing of innate killer cell response in coronavirus infection: a concise model perspective	8wpfjxci
13773	Our new study published today contradicts the claim that e-cigarettes cause heart attacks by re-examining the data upon which such a claim was based.	0l6ruql9
13774	However, they know the unvaccinated are safer.  results of the study: covid-19 vaccines designed to elicit neutralising antibodies may make vaccine recipients more susceptible to more severe disease than if they were not vaccinated.	gw9hkw00
13775	Critical affinity maturation of SARS-CoV-2 neutralizing antibodies confers potency, breadth, and resilience to viral escape mutations: immunity	loq68wfv
13776	Covid-19 heightens likelihood of premature birth, particularly in individuals with co-existing conditions. Proactive steps, such as inoculation, should be prioritized. 👏🏽👏🏽👏🏽 crucial recent research in	ltet5qu6
13777	Sinovac Coronavac showed (vaccine effectiveness) for prevention. 65.9% of COVID-19, 87.5% of hospitalization, 90.3% of ICU admission, and 86.3% of COVID-19–related death. The cohort included approximately 10.2 million individuals.	rng65ofx
13778	"""Rates of all infections were highest in the fabric mask group, with the rate of illness statistically significantly higher in the fabric mask.""  ""Penetration of fabric masks by particles was almost 97%."" ""May lead to an elevated risk of infection."""	9pb2eqoa
13779	approximately half of all children infected with symptomatic and/or asymptomatic covid experience long term side effects lasting 6 months. why only 6 months, because that is how far the current data extends. this carelessness could cause a whole generation of long term effects.	f5twvg9g
13780	characterization of the emerging b.1.621 variant of concern of sars-cov-2 ⁦⁩ this one going up in florida where case transmission is highest. it has 484 and 501 like south african and p.1 and potentially partially vaccine escape	1n5750hi
13781	all the reports of hospitals &amp; pediatric hospitals reaching capacity remind me of a study finding up to 1 in 4 covid deaths potentially attributable to hospitals strained by surging caseloads. please get vaccinated and wear a mask.	y5b7g8v3
13782	We experienced a substantial surge in airway constriction patients following COVID ICU discharge. Anecdotally, vocal cord narrowing due to extended ventilation are the most common. In the post-tracheotomy group, we discovered constriction in 22%, primarily at the vocal cord area.	prn7t499
13783	additional data in support of viral loads being the same in vaccinated and unvaccinated people, this time from Wisconsin:	sgo76prc
13784	Woher stammt deine information dazu? “In juli 2021, … in einem Barnstable County, Massachusetts, Ort, wurden 469 Covid-19-Fälle bei Massachusetts-Residenten identifiziert, die während des Zeitraums 3.–17. Juli in den Ort gereist waren; 346 (74%) traten bei vollständig geimpften Personen auf.	me08w1ir
13785	"From Italy:  Chronic exhaustion syndrome: an emerging sequela in COVID-19 survivors?  ""These preliminary findings raise concern on a possible future ME/CFS-like pandemic in SARS-CoV-2 survivors.""  #Myalgicencephalomyelitis"	n7oankiq
13786	whelp, so much for the 10-day quarantine advice. immunocompromised patients can shed high levels of viable virus for 12-13 days; why isn't ⁦⁩ updating guidance around isolation, testing and sheltering of immunocompromised?	3mvia5c8
13787	Have you seen this Japanese study that estimated the vaccine's neutralizing activity had a half-life of 68 days?	xzmzdq52
13788	Long COVID is less common in children than adults, says this study. However, it does increase with age. A puzzling discovery is the rare appearance of debilitating symptoms in children who tested negative. It could be linked to something unrelated to COVID.	1z1tces3
13789	tl;dr:  vaccines are incredible but not foolproof.  vaccines will 99%+ keep you out of the ICU.  breakthrough cases can occur.  they are milder but can lead to #longcovid.  📌 get vaccinated.  wear a face mask.  remain cautious.  get tested if exposed or symptomatic!	yx0u0iyw
13790	france entered #covid19 #lockdown on mar17.  study: in france, 3.6% of infected individuals are hospitalized, 0.7% perish. men are more likely to be hospitalized & die than women. lockdown reduced the rate by 77%, from 2.90 to 0.67.  by 11 may, 4.4% of population had been infected.	kmkeetl3
13791	Here's something more alarming from cdc on 5/5. face coverings and hand sanitization have impact on virus transmission	ef3warsh
13792	new: lancet study reveals 30-fold surge of kawasaki-like disease in italian province over past month. strongest evidence yet linking pediatric inflammatory syndrome to #coronavirus. authors predict outbreak of kawasaki-like disease in other countries:	4mp1iu55
13793	the lockdown reduced the transmission rate from 2.90 to 0.67 (77% reduction)	kmkeetl3
13794	Sars-cov-2 triggers lung epithelia cell proinflammatory signaling and results in immune dysregulation in covid-19 patients via single-cell analysis.	08p8ns2d
13795	an outbreak of severe kawasaki-like disease at the italian hub of the sars-cov-2 epidemic: an observational cohort study - the lancet	4mp1iu55
13796	"""population immunity seems insufficient to prevent a second wave if all control measures are lifted at the end of the lockdown."""	kmkeetl3
13797	the likelihood would be ~100% until the adaptive immune response kicks in (&gt; one week), later apparently very slight. i guess nobody knows yet about subsequent infections?	0phcscz8
13798	Population immunity seems inadequate to prevent a second wave if all restrictions are lifted at the end of the lockdown.	kmkeetl3
13799	"new lancet article on rare but serious inflammatory disorder in kids (kawasaki-like disease) in italy which is linked to covid. also observed in us &amp; uk. ""a comparable outbreak of kawasaki-like disease is anticipated in countries affected by sars-cov-2 epidemic."""	4mp1iu55
13800	A substantial retrospective cohort study of 1438 patients reveals among patients hospitalised with #covid19, treatment with #hydroxychloroquine, #azithromycin, or both was not associated with significantly lower in-hospital mortality. published in	iz74o9de
13801	"A choir rehearsal in Washington state was a ""superspreader"" event, the CDC reported. Of the 61 participants, ""32 confirmed and 20 probable secondary COVID-19 cases emerged (attack rate = 53.3% to 86.7%); three patients were hospitalized, and two passed away."""	pdiyqdb3
13802	controlled safety &amp; mortality data from cv-19 patients who received convalescent plasma during april &amp; early may.  safety data in very sick patients is reassuring	1qvkl05s
13803	There has been no distinction in countries with and without lockdown. The lockdown is not saving anyone.	fmgj3noh
13804	A recent study forecasts between 253,000 and 1,157,000 children will perish in low and middle income countries due to the disruption of the healthcare system and decreased access to nutrition.  if it saves just one life, we must terminate the lockdowns.	f3j0g82b
13805	"⚠️""we discovered a 30-fold heightened incidence of kawasaki-like condition. youngsters identified after the sars-cov-2 outbreak started displayed signs of immune reaction to the virus, were more mature, had a greater rate of cardiac involvement, and characteristics of mas.""⚠️"	4mp1iu55
13806	"""These findings confirm that there is a significant likelihood that everyday conversation causes airborne virus spread in enclosed spaces."""	svi7syld
13807	A study warns that the global COVID-19 lockdown could boost child mortality by 45 percent and claim 1.2 million children.	f3j0g82b
13808	Our  pupil  appeared, chinese-language tv in sf bay area on #covid19 mortality disparity among #asianamericans  uk paper multivariate model w/5683 deaths:  asians at higher risk, also blacks, age, males, diabetes, asthma, poverty.	cvxni7cd
13809	Interesting glance at #covid19 patient outcomes when cared for in hospitals that aren't overwhelmed. underscores importance of not allowing an outbreak of cases.	mc77aqbq
13810	"""preclinical data showing promising immune responses and prevention of #covid_19 pneumonia with  #vaccine ""chadox1 ncov-19 vaccination stops sars-cov-2 pneumonia in rhesus macaques"""""	uexahhdr
13811	Burden of sars-cov-2 in France analysed: 'our estimates of a low level of immunity against sars-cov-2 indicate that efficient control measures that limit transmission risk will have to be sustained beyond 11 May 2020 to prevent a resurgence of the epidemic.'	kmkeetl3
13812	Diabetes and COVID-19: psychosocial effects of the COVID-19 pandemic in individuals with diabetes in Denmark—what distinguishes people with high levels of COVID-19-related concerns?	3jolt83r
13813	"new peer-reviewed: ""effective treatment of COVID-19 infection with convalescent plasma in B-cell depleted patients may boost cellular (CD4+ and CD8+) T-cell immunity"" ""this could have significant implications for long-term protection against reinfection"""	z1wwlea2
13814	"""Our research indicates that a temperature rise of 5.2 °c above pre-industrial levels at current rates of escalation would probably lead to a mass extinction similar to the significant phanerozoic events, even without other, non-climatic human-induced effects."""	yqx0xqz9
13815	fine. arizona case load dropped from a plus 151% rise to minus 75% after mask requirements went into effect.	hwg0lthr
13817	hey idiot, you know what’s over 80% effective at preventing hospitalization and 100% cheaper than regeneron?	09jbs6mx
13818	"""immunodominant T-cell epitopes from the SARS-CoV-2 spike antigen reveal strong pre-existing T-cell immunity in uninfected individuals"""	6e444g2z
13819	The misuse of antibiotics in humans should not be underestimated. A study of >22m antibiotic prescriptions found that over half of the prescriptions were given and filled without an in-person clinic visit or without proof of an infection.	b03s7wsw
13820	"Analysis of the good effectiveness of artemisia annua extracts in vitro against sars-cov-2.  ""artesunate targeted sars-cov-2 at the post-entry level. peak plasma concentrations of artesunate surpassing ec50 values can be achieved."""	tpihyxve
13821	Another study confirming what we already knew: persistent antibody responses and memory B and T cells in COVID-recovered individuals, conferring long-term immunity. No medical or ethical justification for coercively mandating vaccines in this group.	fpexa30s
13822	"""Trem2 is a receptor...it senses damaged cellular waste from disease and responds in a healing, productive way. The idea is, if you can simply boost its expression, then that’s going to lead to a therapeutic effect in most neurodegenerative diseases"""	sskqco38
13825	extrait : la myocardite associée à la vaccination contre le covid-19 peut avoir un cours bénin à court terme chez les enfants; cependant, les risques à long terme restent inconnus. question pour les experts : est-ce normal de prendre des risques à long terme inconnus chez les enfants?	3swdnn29
13827	we have discovered that prion-like structures in the sars-cov-2 spike protein makes it so contagious and deadly	8bi9owk4
13828	Kids under 12 do have a vaccine of sorts available for #covid19 - it’s called covering + ventilation/filtration.  In one study, universal covering + HEPA air purifiers reduced exposure by 90% - that’s on par with vaccine risk reduction.	dq3qunwe
13829	Interventions for altering behaviour to boost exercise in hospitalised individuals: a systematic review, meta-analysis and meta-regression	eahv0nxf
13830	new research: “our findings forecast that a temperature rise of 5.2 °c above the pre-industrial level at current rates of escalation would likely lead to a mass extinction comparable to that of the major phanerozoic events” #climateemergency	yqx0xqz9
13831	new from the netherlands.  significant drop in infectivity of vaccinated breakthrough cases in a household contact study.    vaccines 70% effective at stopping transmission even when they fail to prevent infection   h/t	kt6rs1zo
13832	"A ""surprise"" case is when a person catches covid after they take the vaccine.  ""469 covid-19 cases were identified among massachusetts residents who had traveled to the town during july 3–17;   346 (74%) occurred in fully vaccinated persons."""	me08w1ir
13833	The press is quiet on this. why? research suggests that a temperature rise of 5.2 °c above the pre-industrial level at current rates of growth would likely lead to a mass extinction similar to the major phanerozoic events	yqx0xqz9
13834	incidence of long covid among healthy teenagers catching covid 1 in 50-1 in 20; myocarditis 1 in 25,000-1 in 250,000 from covid vaccine, 1 in 43 the scientific data is against you	dzlqe7n5
13835	Lasting immunity is provided by natural infection. artificial inoculation as we have now is ineffective.	fpexa30s
13836	Key characteristics of current covid-19 vaccines: knowns and unknowns of antigen display and mechanisms of action	dr067qlf
13837	A vaccinated person could be exposed to a much more potent version of COVID than if you were naturally immune, and this is why the other vaccines mentioned in this study have not been licensed. but, those involved in a COVID study possibly were not informed of this.	gw9hkw00
13838	Challenges for rapamycin repurposing as a potential therapeutic candidate for COVID-19: implications for skeletal muscle metabolic wellbeing in older individuals.	b7vane6d
13839	"so what causes #monkeypox/rash  #vaccineinjuries  lymph node swelling; a listed side effect in (pfizers) bnt162 and other experimental cov shots  ""bnt162b2 vaccination was associated with increased risks of myocarditis (risk ratio, 3.24), lymph node swelling"""	cwekmw1a
13840	check out our new preprint by  et al.! we report that extreme stress triggers temporary increases in biological age in mice and humans.	es7c7szs
13841	"""patients with lc had highly activated innate immune cells, lacked naive t and b cells, and showed elevated expression of type i ifn (ifn-β) and type iii ifn (ifn-λ1) that remained persistently high at 8 months after infection.""  SARS-CoV2 is worse than HIV."	122yi9np
13842	Public health interventions to enhance antimicrobial resistance awareness and behavioral change linked to antimicrobial use: a systematic review examining the use of social media.	mjvst2is
13843	breaking: a study in the leading medical journal ‘vaccines’ has found that mrna vaccines are significantly linked to fatal blood clots. the research team analyzed 1,154,023 adverse event reports from over 130 countries.every news outlet.	1lz5xobh
13845	The detrimental effects of covid-19 on working memory exposed through a swift online test 🧠⏱️	krtqq8uo
13846	breaking: a study in the top medical journal ‘vaccines’ has found that mRNA vaccines are significantly linked to severe blood clots. the research team analyzed 1,154,023 adverse event reports from over 130 countries.	1lz5xobh
13847	Kidney involvement and early prediction in patients with COVID-19 pneumonia | American Society of Nephrology	gduako3g
13848	excellent outcome in preventing a covid-19 outbreak in a south korean nursing home after patients were exposed by using hydroxychloroquine. 189 patients treated, average age 83 years old, no adverse effects, covid-19 spread prevented.	abmrgpbm
13849	"""Covid-19 infection may lead to fatal outcomes in certain patients, which may underly host immune responses. This new review covers the role of immunity, inflammation and intervention in the successful recovery of SARS-CoV-2"""	rcdoewwv
13850	Decontamination via #handhygiene remains one of the most important and effective methods for reducing healthcare-associated infections and cross-infection between patients. read mark dexter hillier's clinical article on hand hygiene.	4jx0oq65
13851	"model reveals ""significant influence public health measures had in lowering icu admissions and mortality in ont. this achievement is fragile: easing of physical distancing measures in the near-term is forecast to lead to a swift increase in disease activity."""	bp2ilntr
13852	Scientists identify a monoclonal antibody (47d11 MAb) to block this deadly #virus from entering our cells. They show 47d11 MAb can neutralise #coronavirus exposed you cultured cells. This may defeat #covid19; let us not put all our hope on #immunisations.	9n7bkayx
13853	this is really crucial - varying #coronavirus symptoms for older people. see also this - substantially longer incubation periods for 65-86 age range:	gxk5t1yp
13854	Experience with hydroxychloroquine as prevention for COVID from South Korea. SK is considered to be very successful in managing the pandemic. here is why.	abmrgpbm
13855	17/ higher rates of infection observed in confined &amp; linked environments is consistent with high infection rates seen in megacities, disadvantaged areas, shelters. a recent preprint shows that #covid19 epidemic intensity is heavily influenced by overcrowding	iy1enazk
13856	Estimated impact of #covid-19 lockdown on #melanoma thickness and prognosis: a growth rate model	uztk6pc0
13857	This is the disease that is spreading uncontrollably among children.	x7qlnugx
