post_id	tweet_text	cord_uid	bm25_topk	in_topx
10158	"think about this in the context of the report of ""brain imaging before and after covid-19 in uk biobank"" that found evidence of diffuse brain atrophy in the infected participants compared to controls. safeguard your brain - wear an n95."	uxz185vr	['ny7wkswf', 'uxz185vr', 'ws75gpsc', 'eyhgtpe0', 'fai1kymu']	0.5
10159	Anyone who conducts even basic research is aware that the confirmed case fatality rate (cfr) significantly underestimates the number of actual infections. The correct metric to examine is the infection fatality rate (ifr). The average of 24 studies is 0.68%.	cymppa7g	['apqzyln2', '296ilxyg', 'gtwg0m54', 'ekal5251', '9ige2pwd']	0.0
10160	now live!  complement activation induces excessive T cell cytotoxicity in severe COVID-19	h00mbgsq	['h00mbgsq', 'ja6ydoed', 'mdsjbfmx', 'ravcm60e', '9btdjktj']	1.0
10161	we also know that vaccines may not prevent long covid very well, which makes breakthroughs potentially hazardous	x7qlnugx	['25aj8rj5', 'gtp5daep', '4pyx0xps', 'f5twvg9g', '8nil3u2k']	0.0
10162	This is an excellent study. #covidvaccination during pregnancy is safe, including #booster shots and was associated with a good antibody response in both mothers and in cord blood. impact of timing	m5s67z8x	['m5s67z8x', 'wrnooffp', 'q7vv128t', 'a5av0dq8', 'bgsbbszf']	1.0
10163	There is a measurable decline in cognitive abilities in people who had just one episode of COVID. What happens after multiple encounters with the virus?	hg3xpej0	['styavbvi', 'vymre7uv', 'bqn29m9k', 'hhg2nyoz', '5hxsagx6']	0.0
10164	Hepatitis C virus reactivation following COVID-19 immunization – a case report  82 year old female- Pfizer BNT162b2/Tozinamien	nbqne4wp	['nbqne4wp', 'xbqbwh9j', 'omk29wlq', 'adhj5e5s', 'dya40tln']	1.0
10165	"""The lowest risk was observed in kids aged 5-11 without health conditions... the ICU admission was 0.2 per 100k and case fatality could not be calculated, due to a lack of cases"""	d5sxycaw	['d5sxycaw', 'xjc0l0tv', '2qcuygax', 'lf9i6x2i', 'tmwt9yd6']	1.0
10166	Sudden decrease of visual sharpness and peripheral vision after Pfizer-Biontech COVID-19 vaccine 2nd dose: a case report of a middle-aged man.	vtagfrds	['vtagfrds', 'omk29wlq', 'z18owc90', 'rqnvo9t2', 'tve01g7i']	1.0
10168	1/ cardiovascular prolonged covid this study has not had sufficient air time. the one year risk is massive and represents a huge disease burden at the population level. allowing the virus to spread unchecked is breathtakingly stupid and unethical for this reason alone.	roi3lta6	['g15tvzn4', '25aj8rj5', 'ckx305ue', 'w0lgteil', 'hcuxj2k7']	0.0
10169	Fabric coverings never worked.  as reported in may 2020 on the angle, based on the cdc’s own report.  most were afraid to say this.  we weren’t.   nonpharmaceutical measures for pandemic influenza in nonhealthcare settings—vol 26, no. 5 may 2020	ef3warsh	['ef3warsh', 'tc6btsdu', 'vxv7pq8v', '39mfts0g', '7vdd5f4t']	1.0
10170	Pathogenic priming likely contributes to severe and life-threatening illness and death in COVID-19 via autoimmunity - PubMed	hwpn7ti1	['hwpn7ti1', 'c0ipfbeg', 'elu3dztf', '8flh54lv', '1b5hb0g9']	1.0
10171	"""No evidence of SARS-CoV-2 in hospitalized patients with severe acute respiratory syndrome in five Italian hospitals from 1st November 2019 to 29th February 2020"""	4ttda53p	['4ttda53p', '8udyoutb', 'yr27lnq8', '1o5y5zma', '42i1i6br']	1.0
10172	"new peer-reviewed ""decreased severity of disease during first global omicron variant COVID outbreak in a major hospital in South Africa"" ""swift increase &amp; fall of admissions—decreased severity of COVID"" ""lower mortality rate from omicron compared to earlier waves"""	von13s78	['von13s78', '7bhue8w5', 'dlwfu274', 'y203109o', '6a6tyvtz']	1.0
10173	A vaccine with only 1 antigen is not very effective. If we added several other antigens to the vaccine, it would be much more protective and would work against variants as well. Here's a paper on the first SARS (COVID is SARS-CoV-2).	y4eyse0y	['ehmy9al1', 'fdkwklzj', 'q7vv128t', 'x14iywtr', '0gier0lu']	0.0
10174	Immunogenicity of three covid-19 mrna vaccine doses in patients with inflammatory bowel disease	2iul5pxa	['pfh6nm9r', 'dlwfu274', '79xnx9gr', 'nxh1su1i', '0u4nmrq4']	0.0
10175	Effectiveness of N95 respirators versus surgical masks against influenza: a systematic review and meta-analysis  “six RCTs [.] were included. there were no statistically significant distinctions [.]using N95 respirators and surgical masks”	7zngkwoh	['7zngkwoh', 'iylmvmv3', 'gin90aef', 'y43prnko', '7zdi0y2s']	1.0
10176	Early projections of ⭕micron variant severity based on a matched cohort study, Ontario 21 (0.3%) hospitalizations & 0 (0%) fatalities among matched omicron cases, vs 116 (2.2%) hospitalizations & 7 (0.3%) fatalities among matched delta cases, indicating 50% fewer hospitalizations or fatalities.	tpswy2g5	['tpswy2g5', '6a6tyvtz', 'suqkidrm', 'ga5z3via', 'dlwfu274']	1.0
10177	A high rate of asymptomatic carriers is observed with omicron compared to previous variants, with high viral nasal titers in many carriers, contributing to its rapid spread capacity.	x0cs571f	['7s79900j', '6a6tyvtz', '7bhue8w5', '0r3l3b88', 'itqi22lv']	0.0
10178	vaccine boosts immunity by sarscov2 omicron variant elicits broadly cross-reactive potent broad(bnabs) immunity:(bnabs)vs alpha,beta,gamma,delta,omicron,from 0 to 1:2929  days-12;x-reactive spike- &amp; neutralizing-spec cd4,cd8 tcell detected.similar were obtained in 2-vaccine boosts immunity-of omicron.	f95ext4b	['f95ext4b', 'mqzus147', 'whh34bjb', '7bhue8w5', 'dlwfu274']	1.0
10179	Research in 2019. Respiratory release viral release (as detected by SARS-CoV-2 viral PCR testing) from respiratory tract specimens has been found to persist for up to 63 days after symptom onset and appears to outlast.	l0b99hye	['0phcscz8', '2scp98u0', '83re9176', 'scc9wee0', '2kh4iw8h']	0.0
10180	Unvaccinated individuals were found to have 412%, 287%, and 159% more illnesses as compared to those who had received the Moderna, Pfizer, and J&amp;J vaccines, respectively.	582ts5mf	['g6i3x433', 'd4upbc3v', 'tz2shoso', 'rztwiflt', 'q473xazz']	0.0
10181	Can T cell responses cross-recognize omicron? We examined various vaccines (mRNA-1273, BNT162b2, Ad26.COV2.S, NVX-COV2373) and multiple strains to address that query.	7x9jzge5	['7x9jzge5', '9pei109o', 'lbd6hn57', 'vjg00epx', 'f6i46t3h']	1.0
10183	"the relationship between physical activity and prolonged covid: a cross-sectional study  ""participants reported the effect of pa on lc symptoms as: worsened (74.84%), improved (0.84%), mixed effect (20.96%), or no effect (28.72%)."" #longcovid #stoprestpace"	znainceq	['znainceq', 'rvfxcqvu', 'shad8im4', 'i88ccp9w', 'ry13iyxn']	1.0
10184	"""Sustained hypercoagulability and endotheliopathy are present in convalescent COVID-19 patients for up to 4 months from recovery… and still detectable in some patients approximately 1 year after  illness."""	g7d2fi5o	['g7d2fi5o', '8jbisapd', 'st8mlz21', '9p2pzsx0', 'a7420by2']	1.0
10185	Effectiveness of face mask or respirator use in indoor public areas for prevention of SARS-CoV-2 infection — California, February–December 2021 | MMWR	eay6qfhz	['eay6qfhz', '7zdi0y2s', 'octtj2vf', 'bfcz49t9', 'me08w1ir']	1.0
10187	the impacts of brief and prolonged air pollution exposure on meibomian gland malfunction	us11gvdn	['us11gvdn', '0vmxjil6', '1ul8owic', 'owbv8ua4', '3d74ihpp']	1.0
10188	A recent MIT study reveals a 25% surge in cardiovascular incidents among the youth during the vaccination period. RT: There was a rise in emergency cardiovascular cases among the under-40 population in Israel during the vaccination period & the third COVID-19 wave.	mxg2q1vd	['mxg2q1vd', 'c4ihkcyr', 'yb9uyov3', 'hg1q14gw', 'k2zrdjyo']	1.0
10189	A thorough investigation from the UK discovered educators and their relatives to be no greater risk of being hospitalised with COVID-19 than other working-age adults and a lower risk of severe COVID.	6gm8kaqi	['4yxyfjsm', 'uxz185vr', 'xqcs4j0g', 'sydk73uq', 'emsf4i9c']	0.0
10190	“… not only do non-hospitalized patients suffer from post-covid cognitive consequences, but they also may experience similar levels of impairment in domains such as attention, memory, and executive functioning as hospitalized patients”	5hxsagx6	['5hxsagx6', 'wfa5fb3r', 'snjg9p0o', 'mamtxi9v', '8t2tic9n']	1.0
10191	jama: gbs rates after pfizer’s shot  “…the unadjusted incidence rate of confirmed gbs in the 1 to 21 days after receiving the ad.26.cov2.s (johnson & johnson) vaccine was 32.4 per 100 000 person-years…significantly higher than the background rate of gbs.”	19768np3	['19768np3', 'lhvgsmgf', '8p0xdqba', 'wkl3jyzn', 'l07q84ni']	1.0
10192	Denying hospital visits is inhumane, not to mention deadly.	cqjkjkt3	['oxtvcoi9', 'k2zrdjyo', '9sh9mk6p', 'oijl3pjt', '479wkesk']	0.0
10193	A real-time web tool for monitoring and reducing indoor airborne COVID-19 transmission risks at city scale - sciencedirect	5zn5mgi9	['5zn5mgi9', '4zelg0m1', 'jrgeasqy', 'l9lni5d3', 'pc2cnhjd']	1.0
10194	Rising emergency cardiovascular events among under-40 population in Israel during vaccine rollout and third COVID-19 surge	mxg2q1vd	['mxg2q1vd', 'yb9uyov3', 'cabmmgg6', '1mu1o8rj', 'z4ibcgea']	1.0
10195	"4,159/ Pakistan (current tobacco smoking age 15+ was 16.9% in 2017)  T=smoking (not specified if current or ever; ""history"" appeared once)  of 50 hospitalised with covid-19, T=6%  15 moderate: T=6.7% 33 severe: T=3% 2 critical: T=50%"	48frs5mc	['iepagac8', 'mz7b6ey3', '8g70j0qw', 'dnm7s947', '9im9gqw6']	0.0
10196	Screening effect of house-screening against indoor aedes aegypti in Merida, Mexico: a cluster randomized controlled trial	8psro2z0	['8psro2z0', 'b39i4v0t', 'jb455t9p', '0igh53pl', 'o6dd2vu1']	1.0
10197	Prior SARS-CoV-2 infection will confer some degree of population-level protection against reinfection. However, many have found that the immune response to infection is variable and likely poorly protective in some: e.g. from Beatrice Hahn and colleagues.	kmuwb9ia	['q17jutw0', 'irhizn0b', '25jq098w', 'w45ih46q', '9k4pwc2h']	0.0
10198	bioarxiv_ sars-cov-2 variants of concern infect the respiratory system and trigger inflammatory reaction in wild-type laboratory mice	p21ph6ng	['p21ph6ng', '62xdiz68', 'bs5hcx6l', '4vtad2ve', 'yfzlbk46']	1.0
10199	You're going to make me put in effort huh? okay. your first claim under 1.) “getting covid-19 doesn't shield you from getting other strains of covid-19” false. numerous studies show previous infection surpasses vaccination to delta.	t4y1ylb3	['lzsbte0j', 'mo3y3mau', 'o7a9c52u', '7ouo6beb', '4pyx0xps']	0.0
10200	Austria study found frequency of re-infection led to hospitalization in only 5/14,840 (0.03%) &amp; death in 1/14,840 (0.01%). “protection against sars-cov-2 after natural infection is comparable with the highest available estimates on vaccine effectiveness.”	f5bs391p	['htn03ms0', 'f5bs391p', '6a6tyvtz', 'q77tr31d', 'hfk8nikl']	0.5
10201	Another meta-analysis &amp; review of natural immunity examined 54 studies, from 18 countries, w/records from more than 12m individuals, followed up to 8 months- &amp; those researchers discovered an average reinfection rate for COVID-recovered patients of just 0.2%.	ltga2btq	['ruewzstg', 'ltga2btq', 'tn8houmc', '1nmzo9at', 's1dert6n']	0.5
10203	You must have pondered like me why some people seem entirely unaffected by covid and others who appear fit have a terrible time - some potential answers here: a prenylated dsrna sensor protects against severe covid-19.	gw6qnwe3	['8ubugbn3', 'gw6qnwe3', 'dxrltm25', 'tffpan0f', 'eebsywlz']	0.5
10204	"oddly enough a recent cdc mmwr reached a contrary conclusion to this ""fact"". in kentucky unvaccinated individuals were ~2.3x as likely to become re-infected with sars-cov-2 than those who were vaccinated."	ijzoa0yn	['qh6fqna8', '52jtd51o', '2z01f31n', '55gugbs8', 'q473xazz']	0.0
10205	10) furthermore, another nature study found those who were infected but **next vaccinated** developed really robust responses, with even epitope broadening to make you resilient vs variants. thus at very least ➡️ #vaccinate even if infected before!!!	dudc5eh8	['z6elaxpc', 'l9lj98b1', 'ijzoa0yn', 'tvhn7lnu', '1xvj7xq7']	0.0
10206	new study compares vax strategies (under scarcity) based on age, age/race, age/geography, &amp; just geography  the tl;dr: age-based vaccination (by itself) favors lower-risk white individuals above higher-risk individuals of color  big research team tagged below	bbhb1cre	['qa4njmyt', 'bbhb1cre', '5q6cnfse', 'j2oo4hoo', '0e97tdez']	0.5
10207	preprint: no notable difference in viral load between vaccinated &amp; unvaccinated, asymptomatic &amp; symptomatic groups infected with delta (substantial proportion of asymptomatic vaccine breakthrough cases with high viral levels)	f3mvdpq1	['f3mvdpq1', 'sgo76prc', 'b5eve7re', 'ngpl6xs1', '7b570emm']	1.0
10208	"""Among 3958 participants enrolled in the v-safe pregnancy registry, 827 had a completed pregnancy, of which 115 (13.9%)...reported adverse neonatal outcomes included preterm birth (in 9.4%) and small size for gestational age (in 3.2%);"""	hp62t734	['hp62t734', 'ebgu29uh', 'rg5sd5ya', 'k4ttbbix', '97msfh4l']	1.0
10209	The seroprevalence of SARS-CoV-2-specific IgM antibodies in Kashmir, India, 7 months after the first reported local #COVID19 case: results of a population-based seroprevalence survey from October to November 2020.	fb9jz93q	['fb9jz93q', 'vda9s8lj', 'kjd2t69f', 'p80ni69c', 'o9xdv4x0']	1.0
10210	Oxford academic: study provided in vivo evidence that accidental intravenous injection of COVID-19 mRNA vaccines may cause myopericarditis. Briefly pulling back the syringe plunger to rule out blood aspiration may be one possible way to lower such risk.	gdcqu3nb	['gdcqu3nb', 'y502wp0u', 'd19v8qca', 'qw2ct68h', '3wg6flz0']	1.0
10211	Among males aged 12-29 years (the demographic with the highest rates of myocarditis following vaccination), there would be an estimated 39-47 cases of myocarditis for every million second doses of vaccine (4-5/100,000). The vast majority are mild, well-treatable with full recovery.	d19v8qca	['g0cgjlok', '1nqbqmum', 'urj0nssb', 'uliopaz0', 'qlejjw9s']	0.0
10212	and another preprint 10 studies, nearly 10 million people.  post-infection immunity is comparable to vaccination.	1iago9rr	['1nmzo9at', 'u5nxm9tu', 'bh8zshy9', 'to9ixrwr', 'wgfdd3lm']	0.0
10213	Recently hospitalised individuals for severe COVID-19 may safely tolerate acute bouts of supervised HIIE as per protocol. This warrants future studies testing the potential of regular HIIE as a rehabilitation strategy in this context.	ufniziwd	['ufniziwd', 'sqxl75qb', 'qci7khki', '11bh9v5i', '4war4rud']	1.0
10214	"""emory university is full of anti-vaxxers!  ""our research reveals that nearly all c19 patients develop a broad-based immune response against sars-cov-2 infection, encompassing antibodies and memory b cells recognizing both the rbd and other areas of the spike..."""	1peg3502	['jbmzvljk', 'dudc5eh8', 'fpexa30s', 'x924tb4t', '1peg3502']	0.2
10215	"""Excellent paper assessing risks of psychiatric conditions post-covid. Nonetheless, rising anxiolytic/SSRI prescriptions won't shield against anxiety or depression. Individuals also require prompt access to CBT."""	rnq3k34m	['t5p6z0wv', 'aodb3j1y', '7cakttlp', 'fi7a0qvj', 'v0f5vxk0']	0.0
10216	this pre-print held up well! #sarscov2 #covid19 #transmission in #schools: although in-person schooling is associated with household covid-19 risk, this risk can likely be controlled with properly implemented school-based mitigation measures.	qhrwngde	['nerxtetr', 'qhrwngde', 'hg0lyy93', 'zvlbs4cc', '5jl2whuu']	0.5
10217	"""...after sars-cov-2 infection with targeted specificity against spike protein."""	4vvuye8u	['ybcr7clp', '4vvuye8u', 'nl1ud0rz', 'sgwvid9l', 'vryngrq8']	0.5
10218	Evidence from a cross-sectional study with regression discontinuity design finds that Medicare eligibility was linked to decreases in racial and ethnic disparities in coverage, access to care, and self-reported health.	509h7pnh	['509h7pnh', 'whkfvd7l', 'i9nchww2', 'mnl8sr1b', 'dfhxcqr8']	1.0
10219	to be clear, the unimmunized have never been particularly infectious. many studies confirm this.of 8852 screened close contacts, 327 (3.6%; 95% ci, 3.3%-4.0%) received a diagnosis of covid-19. most index patients’ close contacts had no instances of covid-19	4mat0psy	['4mat0psy', 'yn2aylru', '9jqafpkp', 'ljpeq5aw', 'mbam5s7p']	1.0
10220	Neutralizing #antigens, but not virus-specific #Tcells, increased in most patients with solid tumors after a 3rd bnt162b2 #vaccine dose  #covid19 #sarscov2 #cancer	hay91kuq	['hay91kuq', 'h4sbz3md', 'mi6bdisx', 'dyb4bl65', 'u8f58mx1']	1.0
10221	Key discovery for men with #prostatecancer, no statistically significant increased risk of adverse long-term consequences metastasis and death, with treatment delays up to 1 year following pc diagnosis.	mbwo1m1o	['mbwo1m1o', 'sdtr6yla', 'j7j4bk9t', 'u6rt6zd4', 'yrxgaiy7']	1.0
10222	there are reports of late onset of post covid-19. doctors must keep an eye out for this! you will be potentially saving lives!	4iifpqgx	['v5beddu4', '8anqfkmo', 'y1uk8yfa', 'gk3wr6s1', '34ulkvl4']	0.0
10224	Well, we know the covid unvaccinated didn't bring monkeypox to Canada.  Chimpanzee adenoviral vectors as vaccines for outbreak pathogens.	opi8aa5i	['opi8aa5i', 'frx9hfxg', 'zzscey1f', 'd7c6l97j', 'pmd78j61']	1.0
10225	this is crucial because less affluent white individuals perish at the highest rates (i have a study on this examining 2020 data) but don't necessarily support trump, and don't necessarily cast ballots.	3o7rd8pt	['l0b99hye', 'rybjc58j', 'ax87r0bj', '105ezycx', 'ua7hsfma']	0.0
10226	Statistics indicate recovery after the initial few months is uncommon.  Tran et al (France): -Of LC patients who remained unwell at 2 months, only 15% recovered by 1 year  -Of those who believed they were better, 33% subsequently relapsed  *Non-vaccinated 2/	3q36knqh	['jwei2g97', 'tn8houmc', 'cbp4o6ou', '66g5lpm6', '122yi9np']	0.0
10227	in a cross-sectional study (of 477 participants mean age 45 years, median long covid duration was 383.5 days) wright et al discovered that physical exercise exacerbated symptoms in 74.84% of participants.	znainceq	['znainceq', '4pyx0xps', 'f96qs295', '32ut5vr7', 'prqrsb3c']	1.0
10229	The onslaught of omicron is likely to result in widespread infection, and substantial hospitalizations unless widespread enhancement of immunity occurs.	oa81rhdb	['oa81rhdb', 'ecobfbpg', 'ky5env7t', 'mx30g5w8', '7xnga86x']	1.0
10230	this one is for the parents, your children are at no risk of hospitalization and the rewards outweigh the potential side effects.	d5sxycaw	['a2voobqa', 'x5m6u9pg', '855atuue', '2u9eenwu', '5iudn4kq']	0.0
10231	Research study: healthcare professionals from,,  and  have found that transdermal electrical neuromodulation (ten) reduces anxiety and improves sleep for individuals with #autism spectrum disorder (#asd):	sqvdlnyj	['sqvdlnyj', '1omv4r30', 'irk1gxeq', '1px7yvew', 'rw3l8nk8']	1.0
10232	because immunity from natural infection is more robust and long-lasting against variants than that from vaccination targeting the spike protein only.	zctjkag0	['avmfz0z7', 'hrqjrrzp', '898oxxqi', 'kq6rups8', 'ngywgodg']	0.0
10233	omicron sars-cov-2 variant: distinct features and their effect on existing antibodies	v4y49n7i	['0r3l3b88', 'v4y49n7i', '7bhue8w5', 'suqkidrm', 'dlwfu274']	0.5
10234	most cases of suspected c19 vaccine myocarditis occurring in individuals <21 years have a mild clinical course with rapid resolution of symptoms. abnormal findings on cmri were frequent.  future studies should evaluate risk factors & long-term consequences.	aclcbxkd	['aclcbxkd', '3swdnn29', '186wyg7t', 'g0cgjlok', 'qlejjw9s']	1.0
10235	what in the world has Bangladesh got to do with omicron?? 🤔  on another note since mrna vaccines can potentially cause an increased likelihood of getting t-cell lymphoma (source below by belgian scientists) 👇 i'll take my chances with covid over the big c!!	svsib7yj	['a0q61mpi', 'x2a32lml', '4pyx0xps', 'zrjvpoq0', 'iiafud87']	0.0
10236	A study released today in  reveals how regular covid testing + other precautions allowed delaware state university, a historically black institution, to stay safely operational during the 20-21 academic year.	7ycaloeb	['a3efmczu', '9jlnker4', '4pyx0xps', '6939kke1', 'fwbabb3a']	0.0
10237	indoleamine 2,3-dioxygenase 1 is crucial for maintaining long-lasting antibody responses	cz0jg62z	['cz0jg62z', '78kbutc3', 'z1uz0awb', 'vge26qe9', 'suw0h7s3']	1.0
10239	How did COVID-19 restrictions affect diabetes health checks and medication for individuals with type 2 diabetes?	4b6jrycu	['4b6jrycu', '913sln1q', 'zkdk2v5e', 'tki4l0gb', '4bw26042']	1.0
10240	Recent study findings that a doubling of COVID incidence and 5-fold increase in COVID mortality in states after eviction moratoriums expired.	a702kkx0	['a702kkx0', 'rg5sd5ya', '0t5n87u6', 'afytjnny', 'y89e2dju']	1.0
10241	"""All data suggest that high doses of melatonin, whether administered regularly or for short-term treatment, do not produce unbearable or unpredictable side effects and that the safety threshold of melatonin for humans is as high as 3750 mg/day for a 75 kg person."""	wrsk5vh9	['uy1xibll', 'otawq1c8', '6cf23zfk', 'b3ui95vx', 'wrsk5vh9']	0.2
10242	symptoms of anxiety disorder or depressive disorder (30.9%), tsa symptoms related to covid-19 (26.3%) - started or increased substance use to cope with stress related to covid-19 (13.3%) - seriously considered self-harm in the preceding 30 days (10.7%)	e5tey69t	['e5tey69t', '2neevooh', 'hpr8rt9n', '5fk4eyte', 'rw3l8nk8']	1.0
10243	1000 unvaccinated people following vaccination passport rules are required to prevent 1 COVID case. This fails to meet comparable benchmarks for intervention. Compare this with the number of transmissions occurring from vaccinated individuals who move freely with passports. Misguided.	r5v2gi3v	['r5v2gi3v', '55gugbs8', 'eywnnzxe', 'lby3xhmp', '2qcuygax']	1.0
10244	Are the frequencies of heavy metal bands in a population linked to mortality?	tfpa12kr	['tfpa12kr', 'zmkvs7e7', 'p4ejdth1', 'anunmmrj', 'g63ed05i']	1.0
10245	One thing we've noticed during the pandemic is that remote-learning doesn’t work well for students. trials to stay, when combined with vaccines, masks, ventilation, testing, and other layers of protection, can keep kids safe and learning.	07cica09	['w3kkizaq', '1vcc1khg', 'ntm0moof', 'ai60maqz', 'kc3nb2pc']	0.0
10247	yea it’s on gisaid.  the data implies that it’s a chimeric combination of many things.   “we further noticed that the same segment bears close resemblance to the hiv-1 envelope protein”  “the superantigen-like motif is absent in other sars family coronaviruses”	74fh51hd	['aifv23fw', '0u14wypb', 'kkzahuz9', '9xxv8a2d', '74fh51hd']	0.2
10248	what’s your take on this? if viruses employ reverse transcriptase to alter the host genome, isn’t it possible that the viral spike protein from the vaccine could have this capability too?	s4cfdgbv	['hdhpmhaa', '8nk7pplh', 'jfdshwfh', 'tl16qf33', 'evf9nz05']	0.0
10249	Ocular adverse effects of COVID-19 vaccine include facial nerve palsy, abducens nerve palsy, acute macular neuroretinopathy, central serous retinopathy, blood clots, eye inflammation, multiple evanescent white dot syndrome, Vogt-Koyanagi-Harada disease reactivation.	i0rbrbpa	['i0rbrbpa', 'qt3kk30m', '22b3rl2s', 'emvkiex9', 'f78m95fl']	1.0
10250	yes, people who are pregnant or hoping to become pregnant particularly benefit from covid vaccination because it reduces the risk that their baby will be miscarried.	18b6ikq3	['uaccs7k9', 'i5h0gm3u', 'vpoqfm7d', 'rm6av6sj', 'wa5rxe76']	0.0
10251	balance element homeostasis in the #neurological system after sars-cov-2 infection: insight into potential biochemical mechanisms - sciencedirect #covid	yj62tnz6	['yj62tnz6', 'y98m15aq', 'kbaqqxxr', 's86zb5up', 'wpu6vkj3']	1.0
10252	Rupture of vertebral artery dissecting aneurysm following mRNA anti-COVID-19 vaccination: a report of two cases  60 year old female- Moderna mRNA-1273/elasomeran   72 year old female- Pfizer BNT162b2/tozinameran	9e9fyarm	['9e9fyarm', 'omk29wlq', '9th9mm7e', 'x11ntaqf', 'jaamms1g']	1.0
10254	10-14 days is only an estimate. some are recovering (and infectious) months later. lc pts are most likely contagious also.	42t0zriz	['a68y6qsf', '6zfeeuy3', '9nostuqg', 's6kdchlo', 'ky5env7t']	0.0
10255	multi-organ tissue damage in covid-19 from akt-fas to quell aberrant T cell differentiation and necrosis in covid-19 (leonardi &amp; proenca, 2020)	9lu2stp4	['9lu2stp4', 'v2gsp5ui', 'l4u01fzk', 'm39qdgey', 'qvuuhkg6']	1.0
10256	"""reasons why we believe the spike protein could be hazardous to kids 1) the bypassing of the innate immune system by injection, 2) the larger volume of spike protein that enters the circulation 3) additional toxic effects of the encapsulating lipid nanoparticle layer."""	4vkkaqhz	['6rpm4phy', '52lf5gzr', 'i1rzeir6', 'dljqpvyk', 'wku1sd9k']	0.0
10257	the events collectively point to a decline in immune system function. there is at least 1 study explaining why. what does that look like? anything and everything. getting sicker more frequently. tumours. secondary infections.	fai1kymu	['5tkxucuw', '7hsd4kde', 's9lkvzpo', 'hunepli1', 'ih81b6l3']	0.0
10258	"""We identified a highly potent pan-variant antibody, that is unaffected by any omicron lineage spike mutations and is a strong candidate for clinical development."""	k2qertx2	['k2qertx2', 'ksjkypzx', 'uipe62sc', 't0xn40r5', 'tmp6yxlv']	1.0
10259	ba.2 omicron differs immunologically from both ba.1 omicron &amp; pre-omicron variants: ba.2 has several mutations especially in rbd &amp; ntd vs ba.1, with further immune evasion: antigenic difference: unvaccinated after single exposure to ba.2 had limited cross-neutralization to pre-omicron variants &amp; ba.1.	0r3l3b88	['0r3l3b88', '6a6tyvtz', 'iw3wv973', '7bhue8w5', 'dlwfu274']	1.0
10260	for those hesitating about getting your 3rd dose: dose3 generates better quantity and quality of antibodies than dose2, safely superior immunogenicity and effectiveness of the third compared to the second bnt162b2 vaccine dose	1pemhh4n	['1pemhh4n', '5kz2s7ag', 'hapw6lv9', 'k0v1axmd', 'vjg00epx']	1.0
10261	false.  a new mit study reveals that covid vaccines are'significantly associated' with an increase in emergency heart issues.	mxg2q1vd	['tz2d3lff', 'kzl1dx8i', '25aj8rj5', 'sf073cmj', '8qml9rrb']	0.0
10263	there are also anecdotal reports of suspected covid triggered aa in completely asymptomatic kids!	hxh085w7	['039k70vs', 'ztc4wvlw', 'wl4n02rf', 'lbrvo18o', 'h82s5xst']	0.0
10264	Sars-cov-2 is prone to the liver and commonly causes liver injury, so biological plausibility (one of the Bradford-Hill criteria for causation) is present.	br0hhzmn	['br0hhzmn', 'adhj5e5s', '77bq8tdy', 'cv6no7nw', 'yt2fp8zl']	1.0
10265	now we know why africa has fewer covid deaths and infections than america and europe	80xhhcpm	['25aj8rj5', 'gtp5daep', '3p2cuxk0', 'sjdrziru', 'l4y7v729']	0.0
10266	"the last cbd study for covid was a bit weak... this one is not.  ""orally bioavailable &amp; with a long history of safe human use, these cannabinoids, isolated or in hemp extracts, have the potential to prevent as well as treat infection by sars-cov-2"""	gg2swy7i	['gg2swy7i', '4pyx0xps', 'eu2vjpw9', 'nlv939ft', 'y1uk8yfa']	1.0
10267	which 'ineffective vaccines' encourage the evolution of higher virulence?	wr6qa1vr	['wr6qa1vr', 'zelsywyu', '7dk2r22z', 'mu2vqjnv', 'qun2lfcv']	1.0
10269	In the pediatric population, the omicron variant of SARS-CoV-2 might carry a higher risk of neurological symptoms, including convulsions, compared with previous variants.	b9t5sv56	['b9t5sv56', '7bhue8w5', '0r3l3b88', 'dlwfu274', '6a6tyvtz']	1.0
10270	Another case report of mis-C related COVID induced severe hepatic failure in a 10-month-old child (Front Pediatr, 21 Jan 2022)	ov5wzfra	['73pzirry', 'ov5wzfra', 'hfjil003', 'spo1lzyo', '24ie3mhq']	0.5
10271	molecular implications of sarscov2 liver preference: acknowledged covid19-⬆️ (ast) 63%,⬆️ (alt) 39%,despite low occurrence of liver issues (1.4%);nosocomial sarscov2-both ast/alt⬆️following covid19;⬆️alt pre/post diagnosis:(33% vs 59%),⬆️ast(22% vs 67%)	br0hhzmn	['br0hhzmn', 'ebfh83wh', 'i5cfk52j', '0bdi3yxk', '5ngmdwgb']	1.0
10272	"Some countries and experts have invested in a narrative that COVID is minor for kids, and even that widespread infection of kids is desirable to create ""herd immunity""."	ylqpkosd	['vi1jl4po', '8pli09ym', '6ncayy9n', 'wtovv1jy', 'dwgxrbag']	0.0
10273	how many research do we need before the government advises people to take vitamin d to lower their risk of developing severe covid?   there is an inverse relationship between vitamin d levels and severe covid outcomes; this is an indisputable fact.	0yea1289	['y0mbzzx0', 'w50gorzr', 'ncfvllzi', 'dkderykk', 'm4u4ulml']	0.0
10274	alright? they still reduce transmission, albeit less than respirators, perhaps by decreasing (but not eliminating) the viral load one is exposed to.	eay6qfhz	['wq92nfnd', 'opjfy3xr', '1o5y5zma', 'b5eve7re', 'umvrwgaw']	0.0
